id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
native-daily-clean-shampoo-eucalyptus-mint,Native Daily Clean Shampoo Eucalyptus & Mint,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of Native Deodorant, owned by Procter & Gamble. Launched as an independent direct-to-consumer aluminum-free deodorant; acquired by consumer giant Procter & Gamble in 2017 for $100M cash.",91.0,Meow Meow Tweet / Routine Deodorant / Dr. Bronner's Organic Sugar Soaps
this-is-l-l-organic,This Is L. (L. Organic),brand,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,Mission-driven organic cotton feminine care brand; acquired by Procter & Gamble in 2019 to counter rising backlash against Tampax plastic applicators.,91.0,Natracare (Independent 100% Organic & Plastic-Free) / GladRags (B Corp)
l-organic-cotton-regular-super-tampons-duo-pack,L. Organic Cotton Regular & Super Tampons Duo Pack,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of This Is L. (L. Organic), owned by Procter & Gamble. Mission-driven organic cotton feminine care brand; acquired by Procter & Gamble in 2019 to counter rising backlash against Tampax plastic applicators.",91.0,Natracare (Independent 100% Organic & Plastic-Free) / GladRags (B Corp)
l-organic-cotton-ultra-thin-regular-pads-with-wings,L. Organic Cotton Ultra Thin Regular Pads with Wings,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of This Is L. (L. Organic), owned by Procter & Gamble. Mission-driven organic cotton feminine care brand; acquired by Procter & Gamble in 2019 to counter rising backlash against Tampax plastic applicators.",91.0,Natracare (Independent 100% Organic & Plastic-Free) / GladRags (B Corp)
l-100-pure-cotton-chlorine-free-liners,L. 100% Pure Cotton Chlorine Free Liners,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of This Is L. (L. Organic), owned by Procter & Gamble. Mission-driven organic cotton feminine care brand; acquired by Procter & Gamble in 2019 to counter rising backlash against Tampax plastic applicators.",91.0,Natracare (Independent 100% Organic & Plastic-Free) / GladRags (B Corp)
first-aid-beauty,First Aid Beauty,brand,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,Clean clinical skincare line targeting sensitive skin; acquired by Procter & Gamble in 2018 for approximately $250M.,91.0,Tower 28 Beauty (Independent) / Badger Balm / Pipette
first-aid-beauty-ultra-repair-cream-intense-hydration,First Aid Beauty Ultra Repair Cream Intense Hydration,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of First Aid Beauty, owned by Procter & Gamble. Clean clinical skincare line targeting sensitive skin; acquired by Procter & Gamble in 2018 for approximately $250M.",91.0,Tower 28 Beauty (Independent) / Badger Balm / Pipette
first-aid-beauty-pure-skin-face-cleanser,First Aid Beauty Pure Skin Face Cleanser,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of First Aid Beauty, owned by Procter & Gamble. Clean clinical skincare line targeting sensitive skin; acquired by Procter & Gamble in 2018 for approximately $250M.",91.0,Tower 28 Beauty (Independent) / Badger Balm / Pipette
first-aid-beauty-kp-bump-eraser-body-scrub-with-10-aha,First Aid Beauty KP Bump Eraser Body Scrub with 10% AHA,product,Personal Care & Cosmetics,Procter & Gamble,The Procter & Gamble Company,Public Conglomerate,NYSE: PG,True,"Product of First Aid Beauty, owned by Procter & Gamble. Clean clinical skincare line targeting sensitive skin; acquired by Procter & Gamble in 2018 for approximately $250M.",91.0,Tower 28 Beauty (Independent) / Badger Balm / Pipette
ben-jerrys,Ben & Jerry's,brand,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.,88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
ben-jerrys-half-baked-ice-cream,Ben & Jerry's Half Baked Ice Cream,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Ben & Jerry's, owned by Unilever. Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.",88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
ben-jerrys-cherry-garcia-ice-cream,Ben & Jerry's Cherry Garcia Ice Cream,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Ben & Jerry's, owned by Unilever. Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.",88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
ben-jerrys-phish-food-chocolate-marshmallow-ice-cream,Ben & Jerry's Phish Food Chocolate Marshmallow Ice Cream,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Ben & Jerry's, owned by Unilever. Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.",88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
ben-jerrys-chocolate-chip-cookie-dough-ice-cream,Ben & Jerry's Chocolate Chip Cookie Dough Ice Cream,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Ben & Jerry's, owned by Unilever. Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.",88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
ben-jerrys-non-dairy-dairy-free-phish-food-pint,Ben & Jerry's Non-Dairy Dairy-Free Phish Food Pint,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Ben & Jerry's, owned by Unilever. Vermont anti-war hippie founders sold out to Anglo-Dutch conglomerate Unilever in 2000 for $326M with an independent board; recurrent legal battles over Unilever overriding their mission.",88.0,Straus Family Creamery / Local Cooperative Dairies / Jeni's Splendid Ice Creams
seventh-generation,Seventh Generation,brand,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.,88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
seventh-generation-free-clear-concentrated-laundry-detergent,Seventh Generation Free & Clear Concentrated Laundry Detergent,product,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Seventh Generation, owned by Unilever. Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.",88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
seventh-generation-dish-liquid-free-clear,Seventh Generation Dish Liquid Free & Clear,product,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Seventh Generation, owned by Unilever. Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.",88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
seventh-generation-disinfecting-multi-surface-cleaner-lemongrass-citrus,Seventh Generation Disinfecting Multi-Surface Cleaner Lemongrass Citrus,product,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Seventh Generation, owned by Unilever. Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.",88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
seventh-generation-100-recycled-bath-tissue,Seventh Generation 100% Recycled Bath Tissue,product,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Seventh Generation, owned by Unilever. Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.",88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
seventh-generation-chlorine-free-bleach-alternative,Seventh Generation Chlorine-Free Bleach Alternative,product,Household & Cleaning,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Seventh Generation, owned by Unilever. Named after Iroquois Great Law of caring for seven generations; acquired by Unilever in 2016 for an estimated $600M.",88.0,Meliora Cleaning Products (Certified B Corp & 100% Plastic-Free) / Dr. Bronner's Sal Suds
sir-kensingtons,Sir Kensington's,brand,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,Artisanal non-GMO condiment darling in glass jars; acquired by Hellmann's parent company Unilever in 2017 for $140M.,88.0,Primal Kitchen (or homemade) / Local Co-op Artisanal Mayos
sir-kensingtons-classic-mayonnaise-with-non-gmo-sunflower-oil,Sir Kensington's Classic Mayonnaise with Non-GMO Sunflower Oil,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Sir Kensington's, owned by Unilever. Artisanal non-GMO condiment darling in glass jars; acquired by Hellmann's parent company Unilever in 2017 for $140M.",88.0,Primal Kitchen (or homemade) / Local Co-op Artisanal Mayos
sir-kensingtons-classic-ketchup-with-whole-vine-ripened-tomatoes,Sir Kensington's Classic Ketchup with Whole Vine-Ripened Tomatoes,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Sir Kensington's, owned by Unilever. Artisanal non-GMO condiment darling in glass jars; acquired by Hellmann's parent company Unilever in 2017 for $140M.",88.0,Primal Kitchen (or homemade) / Local Co-op Artisanal Mayos
sir-kensingtons-chipotle-mayonnaise,Sir Kensington's Chipotle Mayonnaise,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Sir Kensington's, owned by Unilever. Artisanal non-GMO condiment darling in glass jars; acquired by Hellmann's parent company Unilever in 2017 for $140M.",88.0,Primal Kitchen (or homemade) / Local Co-op Artisanal Mayos
sir-kensingtons-spicy-brown-mustard,Sir Kensington's Spicy Brown Mustard,product,Food & Grocery Staples,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Sir Kensington's, owned by Unilever. Artisanal non-GMO condiment darling in glass jars; acquired by Hellmann's parent company Unilever in 2017 for $140M.",88.0,Primal Kitchen (or homemade) / Local Co-op Artisanal Mayos
liquid-iv,Liquid I.V.,brand,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,Viral hydration powder packets marketed heavily through wellness influencers; acquired by Unilever in 2020 to lead its Health & Wellbeing division.,88.0,Bulk Electrolyte Salts (LMNT recipe) / Coconut Water / Skratch Labs
liquid-iv-hydration-multiplier-electrolyte-powder-mix-lemon-lime,Liquid I.V. Hydration Multiplier Electrolyte Powder Mix Lemon Lime,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Liquid I.V., owned by Unilever. Viral hydration powder packets marketed heavily through wellness influencers; acquired by Unilever in 2020 to lead its Health & Wellbeing division.",88.0,Bulk Electrolyte Salts (LMNT recipe) / Coconut Water / Skratch Labs
liquid-iv-hydration-multiplier-passion-fruit,Liquid I.V. Hydration Multiplier Passion Fruit,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Liquid I.V., owned by Unilever. Viral hydration powder packets marketed heavily through wellness influencers; acquired by Unilever in 2020 to lead its Health & Wellbeing division.",88.0,Bulk Electrolyte Salts (LMNT recipe) / Coconut Water / Skratch Labs
liquid-iv-energy-multiplier-yuzu-pineapple,Liquid I.V. Energy Multiplier Yuzu Pineapple,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Liquid I.V., owned by Unilever. Viral hydration powder packets marketed heavily through wellness influencers; acquired by Unilever in 2020 to lead its Health & Wellbeing division.",88.0,Bulk Electrolyte Salts (LMNT recipe) / Coconut Water / Skratch Labs
liquid-iv-sleep-multiplier-blueberry-lavender,Liquid I.V. Sleep Multiplier Blueberry Lavender,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Liquid I.V., owned by Unilever. Viral hydration powder packets marketed heavily through wellness influencers; acquired by Unilever in 2020 to lead its Health & Wellbeing division.",88.0,Bulk Electrolyte Salts (LMNT recipe) / Coconut Water / Skratch Labs
schmidts-deodorant,Schmidt's Deodorant,brand,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,Founded in a Portland kitchen by Jaime Schmidt; acquired by consumer giant Unilever in 2017.,88.0,Meow Meow Tweet / Dr. Bronner's / Humble Brand Deodorant
schmidts-natural-deodorant-rose-vanilla,Schmidt's Natural Deodorant Rose & Vanilla,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Schmidt's Deodorant, owned by Unilever. Founded in a Portland kitchen by Jaime Schmidt; acquired by consumer giant Unilever in 2017.",88.0,Meow Meow Tweet / Dr. Bronner's / Humble Brand Deodorant
schmidts-bergamot-lime-natural-mineral-enriched-deodorant,Schmidt's Bergamot & Lime Natural Mineral Enriched Deodorant,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Schmidt's Deodorant, owned by Unilever. Founded in a Portland kitchen by Jaime Schmidt; acquired by consumer giant Unilever in 2017.",88.0,Meow Meow Tweet / Dr. Bronner's / Humble Brand Deodorant
schmidts-charcoal-magnesium-natural-deodorant,Schmidt's Charcoal & Magnesium Natural Deodorant,product,Personal Care & Cosmetics,Unilever,Unilever PLC,Public Conglomerate,NYSE: UL / LSE: ULVR,True,"Product of Schmidt's Deodorant, owned by Unilever. Founded in a Portland kitchen by Jaime Schmidt; acquired by consumer giant Unilever in 2017.",88.0,Meow Meow Tweet / Dr. Bronner's / Humble Brand Deodorant
